14.10.2025:08:52:39.220;10.4816;127.178;1323.22;1
14.10.2025:08:52:39.240;10.4494;126.648;1318.18;1
14.10.2025:08:52:39.260;10.4399;127.183;1317.91;1
14.10.2025:08:52:39.280;10.4714;126.663;1322.71;1
14.10.2025:08:52:39.300;10.4498;127.214;1317.03;1
14.10.2025:08:52:39.320;10.4427;127.184;1318.91;1
14.10.2025:08:52:39.340;10.4418;126.645;1317.92;1
14.10.2025:08:52:39.360;10.494;127.187;1322.38;1
14.10.2025:08:52:39.380;10.4043;126.679;1314.41;1
14.10.2025:08:52:39.400;10.4068;127.239;1313.06;1
14.10.2025:08:52:39.420;10.3435;127.217;1305.67;1
14.10.2025:08:52:39.440;10.2476;126.705;1296.56;1
14.10.2025:08:52:39.460;10.4144;127.226;1314.89;1
14.10.2025:08:52:39.480;10.5299;126.657;1328.85;1
14.10.2025:08:52:39.500;10.3924;127.234;1310.79;1
14.10.2025:08:52:39.520;10.4922;127.171;1324.55;1
14.10.2025:08:52:39.540;10.451;126.682;1319.55;1
14.10.2025:08:52:39.560;10.4601;127.247;1319.17;1
14.10.2025:08:52:39.580;10.4701;126.672;1321.77;1
14.10.2025:08:52:39.600;10.3745;127.248;1310.84;1
14.10.2025:08:52:39.620;10.4755;126.663;1321.07;1
14.10.2025:08:52:39.640;10.4856;127.189;1319.14;1
14.10.2025:08:52:39.660;10.4483;127.191;1317.75;1
14.10.2025:08:52:39.680;10.5433;126.648;1329.79;1
14.10.2025:08:52:39.700;10.4974;127.213;1324.11;1
14.10.2025:08:52:39.720;10.5019;127.21;1325.65;1
14.10.2025:08:52:39.740;10.3951;126.64;1315.09;1
